chart_id,family,seed,opportunity,proposal_id,parent_id,anchor_time,anchor_beat,end_time,end_beat,lane,membership,action,rng_before,rng_after
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",1,"OP-00005405-LnInterior-S53-T8240-A8240",0c0598f7c40832fc0466305a4fea7814b84782ef4dc4385c32ff585830b59006,O00000053,8240,23,249599999999993800106666667,8666,24,499199999999993466880000001,4,NoObservedRelation,ABSTAIN,110,110
322F995448A73713DCBECE3D140F4D516EF687DBC43CC140CFF14948566F906B,"ORGT | DESTINY | BAIO",20,"OP-00001660-LnInterior-S1283-T111080-A111080",4c12516f9532edf8445decf7daad85e38d49cf3e97abfd56f8710cc82f8e8e17,O00001283,111080,332,999333333333000334,111245,333,4998333333329998335,4,NoObservedRelation,ABSTAIN,1827,1827
322F995448A73713DCBECE3D140F4D516EF687DBC43CC140CFF14948566F906B,"ORGT | DESTINY | BAIO",20,"OP-00001657-LnInterior-S1281-T111245-A111245",cde34b8a0b59a176e5111128d57f0b22fb73b65a9cf73959d940aada1e116636,O00001281,111245,333,4998333333329998335,111492,334,2490666666663324176,2,NoObservedRelation,ABSTAIN,1833,1833
322F995448A73713DCBECE3D140F4D516EF687DBC43CC140CFF14948566F906B,"ORGT | DESTINY | BAIO",20,"OP-00001659-LnInterior-S1283-T111245-A111245",257f37c77b776bee87d30454f12d67fb1c604fac6ba1c481b89f22a8dd9a45e1,O00001283,111245,333,4998333333329998335,111492,334,2490666666663324176,4,NoObservedRelation,ABSTAIN,1836,1836
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",1,"OP-00003106-LnInterior-S3085-T123046-A123046",f3a54a84f44f3addf64d208afd5f7a3d099bca0d5d717cb768defda2fac0dee0,O00003085,123046,442,4964000000002212482,123184,442,9978000000002214989,3,CandidateObservedUnique,ADMIT,4097,4097
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",1,"OP-00003105-LnInterior-S3082-T123184-A123184",98957d5de31b0ebf8021177755199965892adfceee31337c596f34276ca4ef49,O00003082,123184,442,9978000000002214989,123872,445,4975333333335560821,4,CandidateNotObserved,ABSTAIN,4101,4101
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",1,"OP-00003107-LnInterior-S3085-T123184-A123184",f2e753aaebe8bf09dfa01fd14b5c0f31e40594aa946b4eaa3e1bf8d63fe7f677,O00003085,123184,442,9978000000002214989,123321,443,49556666666688841445,0,CandidateNotObserved,ABSTAIN,4104,4104
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",2,"OP-00003099-LnInterior-S945-T39102-A39102",0ea7f36051206c0c9146480e6512cf170d245d678883bca8668e237ca1f984d9,O00000945,39102,137,4998666666667354166,39239,137,99763333333340233215,3,CandidateObservedUnique,ADMIT,1263,1263
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",2,"OP-00003104-LnInterior-S3082-T123046-A123046",c29f7b92aad7e7f9aec8411c35a8deed7e8fc2f5820f00847e879a3b15f96b9a,O00003082,123046,442,4964000000002212482,123183,442,99416666666688816375,4,CandidateNotObserved,ABSTAIN,4114,4114
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",2,"OP-00003106-LnInterior-S3085-T123046-A123046",f3a54a84f44f3addf64d208afd5f7a3d099bca0d5d717cb768defda2fac0dee0,O00003085,123046,442,4964000000002212482,123184,442,9978000000002214989,4,CandidateObservedUnique,ADMIT,4117,4117
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",3,"OP-00003106-LnInterior-S3085-T123046-A123046",f3a54a84f44f3addf64d208afd5f7a3d099bca0d5d717cb768defda2fac0dee0,O00003085,123046,442,4964000000002212482,123184,442,9978000000002214989,3,CandidateObservedUnique,ADMIT,4112,4112
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",4,"OP-00003099-LnInterior-S945-T39102-A39102",0ea7f36051206c0c9146480e6512cf170d245d678883bca8668e237ca1f984d9,O00000945,39102,137,4998666666667354166,39239,137,99763333333340233215,3,CandidateObservedUnique,ADMIT,1259,1259
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",4,"OP-00003098-LnInterior-S945-T39514-A39514",568d827c715990bfa2d1c5013c506576f2beb0e4e8e763de324d6895a8689889,O00000945,39514,138,9968000000000694984,40065,140,99876666666673716605,0,CandidateNotObserved,ABSTAIN,1267,1267
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",4,"OP-00003107-LnInterior-S3085-T123184-A123184",17a4f905b736fa89fbe094bf2d58d3f165cf07b6c96bea62b721966be9bededc,O00003085,123184,442,9978000000002214989,123322,443,4992000000002217496,0,CandidateObservedUnique,ADMIT,4078,4078
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",5,"OP-00003104-LnInterior-S3082-T123046-A123046",d25ba44810562a5e73f641aaa308fcd4862d259eb43c1d343caf7ad6543f7d7d,O00003082,123046,442,4964000000002212482,123184,442,9978000000002214989,3,CandidateObservedUnique,ADMIT,4082,4082
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",6,"OP-00003106-LnInterior-S3085-T123046-A123046",94418f4d23a2846e78e1ec90cdc20be09c51c1f8087e2d7abb232d3927d37e22,O00003085,123046,442,4964000000002212482,123115,442,74710000000022137355,2,CandidateNotObserved,ABSTAIN,4095,4095
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",6,"OP-00003105-LnInterior-S3082-T123184-A123184",6af0adb8dd698388c3583b329a05d6f8d1ebfeca4cf7de353f974b73289560e2,O00003082,123184,442,9978000000002214989,123322,443,4992000000002217496,0,CandidateObservedUnique,ADMIT,4099,4099
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",7,"OP-00003099-LnInterior-S945-T39102-A39102",0ea7f36051206c0c9146480e6512cf170d245d678883bca8668e237ca1f984d9,O00000945,39102,137,4998666666667354166,39239,137,99763333333340233215,0,CandidateObservedUnique,ADMIT,1279,1279
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",7,"OP-00003098-LnInterior-S945-T39514-A39514",88afd44881030657a7e928dcc7134660bc3fad1a8c80d2264f4fd9d2912aaae4,O00000945,39514,138,9968000000000694984,39651,139,49456666666673641395,0,CandidateNotObserved,ABSTAIN,1285,1285
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",7,"OP-00003106-LnInterior-S3085-T123046-A123046",f3a54a84f44f3addf64d208afd5f7a3d099bca0d5d717cb768defda2fac0dee0,O00003085,123046,442,4964000000002212482,123184,442,9978000000002214989,3,CandidateObservedUnique,ADMIT,4109,4109
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",7,"OP-00003107-LnInterior-S3085-T123184-A123184",62a8c7abe80ef4b2eb3faac04a9d5ae47eb5ac97887d598e2fcbecf41098c087,O00003085,123184,442,9978000000002214989,123391,443,74990000000022187495,0,CandidateNotObserved,ABSTAIN,4114,4114
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",8,"OP-00003099-LnInterior-S945-T39102-A39102",b74e7b2899f35398ab9722e635cb45c8be1b1a73308684bc08235098bafbf981,O00000945,39102,137,4998666666667354166,39240,138,0012666666667356673,0,CandidateNotObserved,ABSTAIN,1277,1277
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",8,"OP-00003098-LnInterior-S945-T39514-A39514",a825d523388b0453c8ad50931ef3560cc20a5c6a25886b1c7da37385b80021d3,O00000945,39514,138,9968000000000694984,39790,139,9996000000000699998,5,CandidateNotObserved,ABSTAIN,1283,1283
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",8,"OP-00003104-LnInterior-S3082-T123046-A123046",d25ba44810562a5e73f641aaa308fcd4862d259eb43c1d343caf7ad6543f7d7d,O00003082,123046,442,4964000000002212482,123184,442,9978000000002214989,3,CandidateObservedUnique,ADMIT,4104,4104
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",8,"OP-00003106-LnInterior-S3085-T123046-A123046",94418f4d23a2846e78e1ec90cdc20be09c51c1f8087e2d7abb232d3927d37e22,O00003085,123046,442,4964000000002212482,123115,442,74710000000022137355,2,CandidateNotObserved,ABSTAIN,4107,4107
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",9,"OP-00003099-LnInterior-S945-T39102-A39102",0ea7f36051206c0c9146480e6512cf170d245d678883bca8668e237ca1f984d9,O00000945,39102,137,4998666666667354166,39239,137,99763333333340233215,3,CandidateObservedUnique,ADMIT,1273,1273
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",9,"OP-00003104-LnInterior-S3082-T123046-A123046",9a5c69bcd68bb391e02beb8fe7d09e7a0715095a1ef2dbcaf392e3acbfb05f03,O00003082,123046,442,4964000000002212482,123115,442,74710000000022137355,2,CandidateNotObserved,ABSTAIN,4118,4118
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",9,"OP-00003106-LnInterior-S3085-T123046-A123046",94418f4d23a2846e78e1ec90cdc20be09c51c1f8087e2d7abb232d3927d37e22,O00003085,123046,442,4964000000002212482,123115,442,74710000000022137355,2,CandidateNotObserved,ABSTAIN,4121,4121
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",9,"OP-00003107-LnInterior-S3085-T123184-A123184",c26598d8fcff0d53028b382bdc19fdacfdf9bc718b4086fa0f8597927163dfd6,O00003085,123184,442,9978000000002214989,123253,443,24850000000022162425,0,CandidateNotObserved,ABSTAIN,4126,4126
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",10,"OP-00003106-LnInterior-S3085-T123046-A123046",8632511c8147bc490a64b04df6c6f000d0597e04b4c0aeb3df1480ed6f594cfc,O00003085,123046,442,4964000000002212482,123322,443,4992000000002217496,4,CandidateNotObserved,ABSTAIN,4108,4108
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",10,"OP-00003105-LnInterior-S3082-T123184-A123184",6af0adb8dd698388c3583b329a05d6f8d1ebfeca4cf7de353f974b73289560e2,O00003082,123184,442,9978000000002214989,123322,443,4992000000002217496,0,CandidateObservedUnique,ADMIT,4114,4114
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",10,"OP-00003107-LnInterior-S3085-T123184-A123184",c26598d8fcff0d53028b382bdc19fdacfdf9bc718b4086fa0f8597927163dfd6,O00003085,123184,442,9978000000002214989,123253,443,24850000000022162425,3,CandidateNotObserved,ABSTAIN,4117,4117
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",11,"OP-00003106-LnInterior-S3085-T123046-A123046",f3a54a84f44f3addf64d208afd5f7a3d099bca0d5d717cb768defda2fac0dee0,O00003085,123046,442,4964000000002212482,123184,442,9978000000002214989,3,CandidateObservedUnique,ADMIT,4093,4093
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",12,"OP-00003099-LnInterior-S945-T39102-A39102",0ea7f36051206c0c9146480e6512cf170d245d678883bca8668e237ca1f984d9,O00000945,39102,137,4998666666667354166,39239,137,99763333333340233215,0,CandidateObservedUnique,ADMIT,1268,1268
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",12,"OP-00003105-LnInterior-S3082-T123184-A123184",49f9a3d3d226de93a022822409390e5446e76ec5e5da59b0d757f8608281ad8d,O00003082,123184,442,9978000000002214989,123253,443,24850000000022162425,3,CandidateNotObserved,ABSTAIN,4091,4091
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",12,"OP-00003107-LnInterior-S3085-T123184-A123184",c26598d8fcff0d53028b382bdc19fdacfdf9bc718b4086fa0f8597927163dfd6,O00003085,123184,442,9978000000002214989,123253,443,24850000000022162425,3,CandidateNotObserved,ABSTAIN,4094,4094
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",14,"OP-00003104-LnInterior-S3082-T123046-A123046",9a5c69bcd68bb391e02beb8fe7d09e7a0715095a1ef2dbcaf392e3acbfb05f03,O00003082,123046,442,4964000000002212482,123115,442,74710000000022137355,2,CandidateNotObserved,ABSTAIN,4099,4099
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",14,"OP-00003105-LnInterior-S3082-T123184-A123184",6af0adb8dd698388c3583b329a05d6f8d1ebfeca4cf7de353f974b73289560e2,O00003082,123184,442,9978000000002214989,123322,443,4992000000002217496,0,CandidateObservedUnique,ADMIT,4104,4104
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",15,"OP-00003098-LnInterior-S945-T39514-A39514",9a0b2c2cc10a9e6f65e028a738ec6dd62a952e1edbadb02a3f39700aa004d2e8,O00000945,39514,138,9968000000000694984,39652,139,4982000000000697491,5,CandidateObservedUnique,ADMIT,1303,1303
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",15,"OP-00003104-LnInterior-S3082-T123046-A123046",d25ba44810562a5e73f641aaa308fcd4862d259eb43c1d343caf7ad6543f7d7d,O00003082,123046,442,4964000000002212482,123184,442,9978000000002214989,3,CandidateObservedUnique,ADMIT,4154,4154
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",16,"OP-00003099-LnInterior-S945-T39102-A39102",fd443ee5d7df169e61b25e954c55cff06bfead0bf33d0b5e4a474cfca0a4e794,O00000945,39102,137,4998666666667354166,40065,140,99876666666673716605,5,CandidateNotObserved,ABSTAIN,1258,1258
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",16,"OP-00003107-LnInterior-S3085-T123184-A123184",c26598d8fcff0d53028b382bdc19fdacfdf9bc718b4086fa0f8597927163dfd6,O00003085,123184,442,9978000000002214989,123253,443,24850000000022162425,3,CandidateNotObserved,ABSTAIN,4111,4111
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",17,"OP-00003099-LnInterior-S945-T39102-A39102",7fd395a3ec6325430463a890aba61fdcfc69e3f42dff1f6725cb54fb5adb7487,O00000945,39102,137,4998666666667354166,39514,138,9968000000000694984,0,CandidateNotObserved,ABSTAIN,1232,1232
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",17,"OP-00003104-LnInterior-S3082-T123046-A123046",d25ba44810562a5e73f641aaa308fcd4862d259eb43c1d343caf7ad6543f7d7d,O00003082,123046,442,4964000000002212482,123184,442,9978000000002214989,3,CandidateObservedUnique,ADMIT,4067,4067
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",18,"OP-00003099-LnInterior-S945-T39102-A39102",e6645f7ed4412ccd6a91c526e27a260205e4472f864971012a3fc2d36f941203,O00000945,39102,137,4998666666667354166,39377,138,49903333333340258285,0,CandidateNotObserved,ABSTAIN,1251,1251
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",18,"OP-00003106-LnInterior-S3085-T123046-A123046",f3a54a84f44f3addf64d208afd5f7a3d099bca0d5d717cb768defda2fac0dee0,O00003085,123046,442,4964000000002212482,123184,442,9978000000002214989,3,CandidateObservedUnique,ADMIT,4051,4051
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",19,"OP-00003099-LnInterior-S945-T39102-A39102",b74e7b2899f35398ab9722e635cb45c8be1b1a73308684bc08235098bafbf981,O00000945,39102,137,4998666666667354166,39240,138,0012666666667356673,0,CandidateNotObserved,ABSTAIN,1248,1248
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",19,"OP-00003104-LnInterior-S3082-T123046-A123046",9a5c69bcd68bb391e02beb8fe7d09e7a0715095a1ef2dbcaf392e3acbfb05f03,O00003082,123046,442,4964000000002212482,123115,442,74710000000022137355,2,CandidateNotObserved,ABSTAIN,4077,4077
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",19,"OP-00003106-LnInterior-S3085-T123046-A123046",94418f4d23a2846e78e1ec90cdc20be09c51c1f8087e2d7abb232d3927d37e22,O00003085,123046,442,4964000000002212482,123115,442,74710000000022137355,2,CandidateNotObserved,ABSTAIN,4080,4080
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",19,"OP-00003107-LnInterior-S3085-T123184-A123184",17a4f905b736fa89fbe094bf2d58d3f165cf07b6c96bea62b721966be9bededc,O00003085,123184,442,9978000000002214989,123322,443,4992000000002217496,0,CandidateObservedUnique,ADMIT,4085,4085
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",20,"OP-00003099-LnInterior-S945-T39102-A39102",0ea7f36051206c0c9146480e6512cf170d245d678883bca8668e237ca1f984d9,O00000945,39102,137,4998666666667354166,39239,137,99763333333340233215,0,CandidateObservedUnique,ADMIT,1246,1246
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",20,"OP-00003104-LnInterior-S3082-T123046-A123046",d25ba44810562a5e73f641aaa308fcd4862d259eb43c1d343caf7ad6543f7d7d,O00003082,123046,442,4964000000002212482,123184,442,9978000000002214989,3,CandidateObservedUnique,ADMIT,4070,4070
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",20,"OP-00003106-LnInterior-S3085-T123046-A123046",f3a54a84f44f3addf64d208afd5f7a3d099bca0d5d717cb768defda2fac0dee0,O00003085,123046,442,4964000000002212482,123184,442,9978000000002214989,4,CandidateObservedUnique,ADMIT,4073,4073
DD5D885E5A72729DF913D1010A32D145596DB465F94271AE54E5ECDD7A3C5C20,"NMK&WATHUE | CELESTIAL AXES | WONKI",20,"OP-00003105-LnInterior-S3082-T123184-A123184",66be72c16a8a996d2dc3f2915fa33a7e319151eeb9e321502119b9ca94bdea47,O00003082,123184,442,9978000000002214989,123321,443,49556666666688841445,0,CandidateNotObserved,ABSTAIN,4077,4077
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",1,"OP-00004614-LnInterior-S29-T7764-A7764",eb18840cebabe2af50f51cdee8ad27dbcae6500f7a93a8cadca2b2b9d68009f2,O00000029,7764,19,79820000000000197982,8029,20,473950000000002047395,2,CandidateObservedUnique,ADMIT,64,64
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",1,"OP-00004615-LnInterior-S29-T8029-A8029",c7d9aa3fb9123dfda0d63d1fa9a5e974db3f52f90deee7c0013d6bf2013dd4b5,O00000029,8029,20,473950000000002047395,8294,21,149700000000002114970,4,NoObservedRelation,ABSTAIN,67,67
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",1,"OP-00004619-LnInterior-S46-T12264-A12264",b60160468ae359476bef0f4fee5335c038edea2951fc22e87cb8dceed285f858,O00000046,12264,31,27320000000000312732,12528,31,94640000000000319464,3,NoObservedRelation,ABSTAIN,108,108
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",1,"OP-00004621-LnInterior-S47-T12264-A12264",80fa6e3446ccfda3f482cdeb8ceb7a21507c49a77ad07113229a1e27c566ceb3,O00000047,12264,31,27320000000000312732,12529,31,948950000000003194895,6,NoObservedRelation,ABSTAIN,111,111
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",1,"OP-00004623-LnInterior-S52-T13764-A13764",d9280da2ac167c691176d9e70c7db1374c18248eb140ccc7a1c010925d6791c1,O00000052,13764,35,09820000000000350982,14029,35,773950000000003577395,1,CandidateObservedUnique,ADMIT,129,129
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",1,"OP-00004625-LnInterior-S54-T13764-A13764",e09e099e81cfb0d3d4343ea8a70c503ef7fdc61995737d94a9dce58df3398524,O00000054,13764,35,09820000000000350982,14029,35,773950000000003577395,3,CandidateObservedUnique,ADMIT,132,132
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",1,"OP-00004628-LnInterior-S62-T14823-A14823",53e934bd910b484e796b9e332de8496249cfd05b7df3320776080c93714580ef,O00000062,14823,37,798650000000003779865,15088,38,474400000000003847440,4,CandidateObservedUnique,ADMIT,146,146
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",1,"OP-00004631-LnInterior-S68-T16588-A16588",69f090f4e4162d651b491718df7c5609fddee1d37b62ddf5af9b6b573c955597,O00000068,16588,42,29940000000000422994,16853,42,975150000000004297515,6,CandidateObservedUnique,ADMIT,170,170
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",1,"OP-00004636-LnInterior-S76-T17647-A17647",dc0c6ac5aeeeec0da48df6ad5c0d91cc6ad8bd3fb7c18a432c785a095bae7d6c,O00000076,17647,44,999850000000004499985,17911,45,673050000000004567305,1,CandidateObservedUnique,ADMIT,185,185
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",1,"OP-00004643-LnInterior-S90-T20029-A20029",93cc626c54dbc70a4ce5ac3e530f513515a7dd009da3f34ecb30855e57876650,O00000090,20029,51,073950000000005107395,20294,51,749700000000005174970,0,NoObservedRelation,ABSTAIN,205,205
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",1,"OP-00004642-LnInterior-S90-T20509-A20509",4192f84a29a3a446c49dd519eeed6340cbf2cdbdf979866a89ef04708cfe9ec3,O00000090,20509,52,297950000000005229795,20804,53,050200000000005305020,3,CandidateNotObserved,ABSTAIN,214,214
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",1,"OP-00004644-LnInterior-S91-T20509-A20509",7c51d94086ff14ad325a0857f74ffc35597c21a5e4534cdb7889da1b3d5c2787,O00000091,20509,52,297950000000005229795,20804,53,050200000000005305020,5,CandidateNotObserved,ABSTAIN,217,217
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",1,"OP-00004657-LnInterior-S1615-T112938-A112938",dc748b55174cf895964156b38ba68f51cf7583f6ce46620aa0cc1d4b3eb8d782,O00001615,112938,287,99190000000002879919,113232,288,741600000000028874160,4,CandidateNotObserved,ABSTAIN,2404,2404
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",1,"OP-00004671-LnInterior-S2792-T176272-A176272",d4091df6f69449080c49da5231b5d688e50589cd386e8308636e36e9a700989a,O00002792,176272,449,49360000000004494936,176370,449,743500000000044974350,5,NoObservedRelation,ABSTAIN,4181,4181
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",1,"OP-00004681-LnInterior-S4442-T263698-A263698",49adf2cd479110d70dc4fa177fb13523696ad22295aec0ca12c64d423bef1dba,O00004442,263698,672,42990000000006724299,263773,672,621150000000067262115,0,NoObservedRelation,ABSTAIN,6178,6178
